Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice Comune;Comune;Sigla Provincia;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;8;CARDIOLOGIA                             ;ACUTI;1;12;0;1;0;13
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;2;26;0;0;2;28
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;21;GERIATRIA                               ;ACUTI;1;24;0;0;0;24
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;2;87;0;0;0;87
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;29;NEFROLOGIA                              ;ACUTI;1;4;0;0;0;4
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;34;OCULISTICA                              ;ACUTI;1;1;0;0;0;1
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;28;0;0;1;29
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;21;0;0;2;23
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;11;0;0;1;12
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;39;PEDIATRIA                               ;ACUTI;1;15;0;2;0;17
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;40;PSICHIATRIA                             ;ACUTI;1;13;0;0;0;13
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;14;0;0;1;15
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;2;14;0;0;0;14
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;50;UNITA` CORONARICA                       ;ACUTI;1;4;0;0;0;4
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;51;ASTANTERIA                              ;ACUTI;1;16;0;0;0;16
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;58;GASTROENTEROLOGIA                       ;ACUTI;1;4;0;1;0;5
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;2;26;0;0;0;26
2018;80;EMILIA ROMAGNA;106;1;80044;1;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";VIA MONTERICCO, 4                       ;37032;IMOLA                                   ;BO;1;Ospedale a gestione diretta;64;ONCOLOGIA                               ;ACUTI;1;7;0;0;0;7
2018;80;EMILIA ROMAGNA;106;1;80044;2;OSPEDALE CASTEL SAN PIETRO TERME        ;VIA ALFREDO ORIANI 1                    ;37020;CASTEL SAN PIETRO TERME                 ;BO;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;2;0;0;0;2;2
2018;80;EMILIA ROMAGNA;106;1;80044;2;OSPEDALE CASTEL SAN PIETRO TERME        ;VIA ALFREDO ORIANI 1                    ;37020;CASTEL SAN PIETRO TERME                 ;BO;1;Ospedale a gestione diretta;34;OCULISTICA                              ;ACUTI;1;0;0;0;2;2
2018;80;EMILIA ROMAGNA;106;1;80044;2;OSPEDALE CASTEL SAN PIETRO TERME        ;VIA ALFREDO ORIANI 1                    ;37020;CASTEL SAN PIETRO TERME                 ;BO;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;0;0;0;1;1
2018;80;EMILIA ROMAGNA;106;1;80044;2;OSPEDALE CASTEL SAN PIETRO TERME        ;VIA ALFREDO ORIANI 1                    ;37020;CASTEL SAN PIETRO TERME                 ;BO;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;0;0;0;1;1
2018;80;EMILIA ROMAGNA;106;1;80044;2;OSPEDALE CASTEL SAN PIETRO TERME        ;VIA ALFREDO ORIANI 1                    ;37020;CASTEL SAN PIETRO TERME                 ;BO;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;0;0;1;0;1
2018;80;EMILIA ROMAGNA;106;1;80045;  ;OSPEDALE MONTECATONE REHABILITATION INST;VIA MONTECATONE, 37                     ;37032;IMOLA                                   ;BO;8;Istituto qualificato presidio della U.S.L.;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;120;0;0;0;120
2018;80;EMILIA ROMAGNA;106;1;80045;  ;OSPEDALE MONTECATONE REHABILITATION INST;VIA MONTECATONE, 37                     ;37032;IMOLA                                   ;BO;8;Istituto qualificato presidio della U.S.L.;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;5;0;8;0;13
2018;80;EMILIA ROMAGNA;106;1;80045;  ;OSPEDALE MONTECATONE REHABILITATION INST;VIA MONTECATONE, 37                     ;37032;IMOLA                                   ;BO;8;Istituto qualificato presidio della U.S.L.;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;1;25;0;0;0;25
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;8;CARDIOLOGIA                             ;ACUTI;1;19;0;1;0;20
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;20;0;0;0;20
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;59;0;0;0;59
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;18;0;0;0;18
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;8;0;0;0;8
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;40;PSICHIATRIA                             ;ACUTI;1;15;0;0;0;15
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;12;0;0;0;12
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;3;0;0;0;3
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;50;UNITA` CORONARICA                       ;ACUTI;2;7;0;0;0;7
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;5;0;5
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;33;0;0;0;33
2018;80;EMILIA ROMAGNA;109;1;80068;3;OSPEDALE DEL DELTA                      ;VIA VALLE OPPIO 2                       ;38011;LAGOSANTO                               ;FE;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;10;10
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;4;0;0;0;4
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;38;0;0;0;38
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;14;0;0;0;14
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;40;PSICHIATRIA                             ;ACUTI;1;15;0;0;0;15
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;5;0;5
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;27;0;0;0;27
2018;80;EMILIA ROMAGNA;109;1;80068;4;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA    ";VIA NAZIONALE PONENTE 5                 ;38001;ARGENTA                                 ;FE;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;6;6
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;8;CARDIOLOGIA                             ;ACUTI;1;11;0;1;0;12
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;12;0;1;0;13
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;55;0;0;0;55
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;12;0;1;0;13
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;16;0;2;0;18
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;5;0;1;0;6
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;3;0;0;0;3
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;50;UNITA` CORONARICA                       ;ACUTI;1;3;0;0;0;3
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;4;0;4
2018;80;EMILIA ROMAGNA;109;1;80068;6;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";VIA VICINI, 2                           ;38004;CENTO                                   ;FE;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;28;0;0;0;28
2018;80;EMILIA ROMAGNA;109;1;80235;;CASA DI CURA QUISISANA S.R.L.           ;VIALE CAVOUR, 128                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;21;GERIATRIA                               ;ACUTI;1;28;0;0;0;28
2018;80;EMILIA ROMAGNA;109;1;80235;;CASA DI CURA QUISISANA S.R.L.           ;VIALE CAVOUR, 128                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;3;0;0;0;3
2018;80;EMILIA ROMAGNA;109;1;80235;;CASA DI CURA QUISISANA S.R.L.           ;VIALE CAVOUR, 128                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;42;0;0;0;42
2018;80;EMILIA ROMAGNA;109;1;80236;;CASA DI CURA SALUS S.R.L.               ;VIA ARIANUOVA, 38                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;14;0;0;0;14
2018;80;EMILIA ROMAGNA;109;1;80236;;CASA DI CURA SALUS S.R.L.               ;VIA ARIANUOVA, 38                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;47;0;0;0;47
2018;80;EMILIA ROMAGNA;109;1;80236;;CASA DI CURA SALUS S.R.L.               ;VIA ARIANUOVA, 38                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;5;0;0;0;5
2018;80;EMILIA ROMAGNA;109;1;80236;;CASA DI CURA SALUS S.R.L.               ;VIA ARIANUOVA, 38                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;3;0;0;0;3
2018;80;EMILIA ROMAGNA;109;1;80236;;CASA DI CURA SALUS S.R.L.               ;VIA ARIANUOVA, 38                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;30;0;0;0;30
2018;80;EMILIA ROMAGNA;109;1;80236;;CASA DI CURA SALUS S.R.L.               ;VIA ARIANUOVA, 38                       ;38008;FERRARA                                 ;FE;5.1;Casa di cura privata accreditata;98;DAY SURGERY;ACUTI;1;0;0;0;9;9
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;2;DAY HOSPITAL                            ;ACUTI;1;0;0;1;0;1
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;8;CARDIOLOGIA                             ;ACUTI;1;20;0;0;1;21
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;2;37;2;0;0;39
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;13;CHIRURGIA TORACICA                      ;ACUTI;1;6;0;0;0;6
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;15;0;0;0;15
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;18;EMATOLOGIA                              ;ACUTI;1;11;0;2;0;13
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;18;0;1;0;19
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;3;130;0;0;0;130
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;29;NEFROLOGIA                              ;ACUTI;1;16;0;0;0;16
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;32;NEUROLOGIA                              ;ACUTI;1;19;0;0;0;19
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;34;OCULISTICA                              ;ACUTI;1;5;0;0;1;6
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;44;2;0;1;47
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;2;27;3;0;1;31
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;10;2;0;1;13
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;39;PEDIATRIA                               ;ACUTI;1;11;0;1;0;12
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;40;PSICHIATRIA                             ;ACUTI;1;20;0;0;0;20
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;18;0;0;0;18
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;12;0;0;0;12
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;50;UNITA` CORONARICA                       ;ACUTI;1;9;0;0;0;9
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;51;ASTANTERIA                              ;ACUTI;1;22;0;0;0;22
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;52;DERMATOLOGIA                            ;ACUTI;1;0;0;0;1;1
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;1;0;1
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;58;GASTROENTEROLOGIA                       ;ACUTI;1;14;0;0;1;15
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;3;61;0;0;0;61
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;64;ONCOLOGIA                               ;ACUTI;1;14;0;2;0;16
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;8;0;0;0;8
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;97;DETENUTI                                ;ACUTI;1;1;0;0;0;1
2018;80;EMILIA ROMAGNA;114;1;80072;  ;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";VIALE RANDI 5                           ;39014;RAVENNA                                 ;RA;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;1;1
2018;80;EMILIA ROMAGNA;114;1;80079;  ;"OSPEDALE ""UMBERTO 1°"" LUGO              ";VIALE DANTE, 10/8                       ;39012;LUGO                                    ;RA;1;Ospedale a gestione diretta;2;DAY HOSPITAL                            ;ACUTI;1;0;0;1;0;1
2018;80;EMILIA ROMAGNA;114;1;80079;  ;"OSPEDALE ""UMBERTO 1°"" LUGO              ";VIALE DANTE, 10/8                       ;39012;LUGO                                    ;RA;1;Ospedale a gestione diretta;8;CARDIOLOGIA                             ;ACUTI;1;8;0;0;1;9
2018;80;EMILIA ROMAGNA;114;1;80079;  ;"OSPEDALE ""UMBERTO 1°"" LUGO              ";VIALE DANTE, 10/8                       ;39012;LUGO                                    ;RA;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;18;0;0;0;18
2018;80;EMILIA ROMAGNA;114;1;80079;  ;"OSPEDALE ""UMBERTO 1°"" LUGO              ";VIALE DANTE, 10/8                       ;39012;LUGO                                    ;RA;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;64;0;0;0;64
